LGL Constituent ID,Constituent Name,Constituent Type,Contact Type,Prefix,First Name,Last Name,Middle Name,Maiden name,Suffix,Nick Name,Addressee,Annual Report Name,Spouse Name,Spouse Nick Name,Salutation,Alt. Addressee,Alt. Salutation,Honorary Name,Assistant Name,Job Title,Org Name,Groups,Communication Tags,Giving Status,Acknowledgment Preference,Newsletter,Tags,Background Info,Deceased?,Deceased Date,Date Added
949482,Rocky,Individual,Primary,,Rocky,,,,,,Rocky,Rocky,,,Rocky,Rocky,Rocky,Rocky,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949487,Connie House,Individual,Primary,,Connie,House,,,,,Connie House,Connie House,,,Connie,Connie House,Connie,Connie House,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949492,Allen Meek,Individual,Primary,,Allen,Meek,,,,,Allen Meek,Allen Meek,,,Allen,Allen Meek,Allen,Allen Meek,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949497,Rebecca Johnson,Individual,Primary,,Rebecca,Johnson,,,,,Rebecca Johnson,Rebecca Johnson,,,Rebecca,Rebecca Johnson,Rebecca,Rebecca Johnson,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949502,Scott Schluter,Individual,Primary,,Scott,Schluter,,,,,Scott Schluter,Scott Schluter,,,Scott,Scott Schluter,Scott,Scott Schluter,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949507,Darson Buckner,Individual,Primary,,Darson,Buckner,,,,,Darson Buckner,Darson Buckner,,,Darson,Darson Buckner,Darson,Darson Buckner,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949512,Olin Ivey,Individual,Primary,,Olin,Ivey,,,,,Olin Ivey,Olin Ivey,,,Olin,Olin Ivey,Olin,Olin Ivey,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949517,Jeff Gowdy,Individual,Primary,,Jeff,Gowdy,,,,,Jeff Gowdy,Jeff Gowdy,,,Jeff,Jeff Gowdy,Jeff,Jeff Gowdy,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949522,Mary Woody,Individual,Primary,,Mary,Woody,,,,,Mary Woody,Mary Woody,,,Mary,Mary Woody,Mary,Mary Woody,,,,,No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949527,Neal Schrenk,Individual,Primary,,Neal,Schrenk,,,,,Neal Schrenk,Neal Schrenk,,,Neal,Neal Schrenk,Neal,Neal Schrenk,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949532,Garth Hawkins,Individual,Primary,,Garth,Hawkins,,,,,Garth Hawkins,Garth Hawkins,,,Garth,Garth Hawkins,Garth,Garth Hawkins,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949537,Ella Larose,Individual,Primary,,Ella,Larose,,,,,Ella Larose,Ella Larose,,,Ella,Ella Larose,Ella,Ella Larose,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949542,Suzanna Dye,Individual,Primary,"",Suzanna,Dye,"","",,"",Suzanna Dye,Suzanna Dye,"","",Suzanna,Suzanna Dye,Suzanna,Suzanna Dye,,"","",,No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949547,Shelia Willis,Individual,Primary,,Shelia,Willis,,,,,Shelia Willis,Shelia Willis,,,Shelia,Shelia Willis,Shelia,Shelia Willis,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949552,Hannah Palko,Individual,Primary,,Hannah,Palko,,,,,Hannah Palko,Hannah Palko,,,Hannah,Hannah Palko,Hannah,Hannah Palko,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949557,Dianne Forry,Individual,Primary,,Dianne,Forry,,,,,Dianne Forry,Dianne Forry,,,Dianne,Dianne Forry,Dianne,Dianne Forry,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949562,James Norris,Individual,Primary,,James,Norris,,,,,James Norris,James Norris,,,James,James Norris,James,James Norris,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949567,Laila Williams-Reid,Individual,Primary,,Laila,Williams-Reid,,,,,Laila Williams-Reid,Laila Williams-Reid,,,Laila,Laila Williams-Reid,Laila,Laila Williams-Reid,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949572,Susan Williams,Individual,Primary,,Susan,Williams,,,,,Susan Williams,Susan Williams,,,Susan,Susan Williams,Susan,Susan Williams,,,SWR and Associates,,No valid address;No valid phone,Non Donor,,Subscribe,,"was on retainer during Solar days
",No,,2020-03-19
949577,Jason Johnson,Individual,Primary,,Jason,Johnson,,,,,Jason Johnson,Jason Johnson,,,Jason,Jason Johnson,Jason,Jason Johnson,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949582,Erin Klein,Individual,Primary,,Erin,Klein,,,,,Erin Klein,Erin Klein,,,Erin,Erin Klein,Erin,Erin Klein,,,,,No valid address,Non Donor,,Subscribe,,,No,,2020-03-19
949587,Jack Kramer,Individual,Primary,,Jack,Kramer,,,,,Jack Kramer,Jack Kramer,,,Jack,Jack Kramer,Jack,Jack Kramer,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949592,Tanna Mellard,Individual,Primary,,Tanna,Mellard,,,,,Tanna Mellard,Tanna Mellard,,,Tanna,Tanna Mellard,Tanna,Tanna Mellard,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949597,Bob Hoselton,Individual,Primary,,Bob,Hoselton,,,,,Bob Hoselton,Bob Hoselton,,,Bob,Bob Hoselton,Bob,Bob Hoselton,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949602,Apryl Evans,Individual,Primary,,Apryl,Evans,,,,,Apryl Evans,Apryl Evans,,,Apryl,Apryl Evans,Apryl,Apryl Evans,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949607,Rachael Marshall,Individual,Primary,,Rachael,Marshall,,,,,Rachael Marshall,Rachael Marshall,,,Rachael,Rachael Marshall,Rachael,Rachael Marshall,,,,,No valid address;No valid phone,Non Donor,,Subscribe,Instructor,,No,,2020-03-19
949612,John Simmins,Individual,Primary,,John,Simmins,,,,,John Simmins,John Simmins,,,John,John Simmins,John,John Simmins,,,,,No valid address,Non Donor,,Subscribe,,,No,,2020-03-19
949617,Caitlin,Individual,Primary,,Caitlin,,,,,,Caitlin,Caitlin,,,Caitlin,Caitlin,Caitlin,Caitlin,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949622,Karen Brown,Individual,Primary,,Karen,Brown,,,,,Karen Brown,Karen Brown,,,Karen,Karen Brown,Karen,Karen Brown,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949627,Natalie Pheasant,Individual,Primary,,Natalie,Pheasant,,,,,Natalie Pheasant,Natalie Pheasant,,,Natalie,Natalie Pheasant,Natalie,Natalie Pheasant,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949632,Robert Murdock,Individual,Primary,,Robert,Murdock,,,,,Robert Murdock,Robert Murdock,,,Robert,Robert Murdock,Robert,Robert Murdock,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949637,Autumn Daniels,Individual,Primary,,Autumn,Daniels,,,,,Autumn Daniels,Autumn Daniels,,,Autumn,Autumn Daniels,Autumn,Autumn Daniels,,,,,No valid address,Non Donor,,Subscribe,,,No,,2020-03-19
949642,Robert Elder III,Individual,Primary,,Robert,Elder III,,,,,Robert Elder III,Robert Elder III,,,Robert,Robert Elder III,Robert,Robert Elder III,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949647,Deanna Miller,Individual,Primary,,Deanna Mendenhall,Miller,,,,,Deanna Miller,Deanna Miller,,,Deanna,Deanna Miller,Deanna,Deanna Miller,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949652,Yolanda Kirkpatrick,Individual,Primary,"",Yolanda,Kirkpatrick,"","",,"",Yolanda Kirkpatrick,Yolanda Kirkpatrick,"","",Yolanda,Yolanda Kirkpatrick,Yolanda,Yolanda Kirkpatrick,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,Pitch and Groan,No,,2020-03-19
949657,Michelle Lane,Individual,Primary,,Michelle,Lane,,,,,Michelle Lane,Michelle Lane,,,Michelle,Michelle Lane,Michelle,Michelle Lane,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949662,Lisa Thomas,Individual,Primary,,Lisa,Thomas,,,,,Lisa Thomas,Lisa Thomas,,,Lisa,Lisa Thomas,Lisa,Lisa Thomas,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949667,Emmie Davenport,Individual,Primary,,Emmie,Davenport,,,,,Emmie Davenport,Emmie Davenport,,,Emmie,Emmie Davenport,Emmie,Emmie Davenport,,,,,No valid address,Non Donor,,Subscribe,,,No,,2020-03-19
949672,Carol Montgomery,Individual,Primary,"",Carol,Montgomery,"","",,"",Carol Montgomery,Carol Montgomery,"","",Carol,Carol Montgomery,Carol,Carol Montgomery,,"","",Board Member;Mutual tours,,Non Donor,,Subscribe,,,No,,2020-03-19
949677,Bruce Delaney,Individual,Primary,,Bruce & Linda,Delaney,,,,,Bruce Delaney,Bruce Delaney,,,Bruce,Bruce Delaney,Bruce,Bruce Delaney,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949682,Joey Morehead,Individual,Primary,,Joey,Morehead,,,,,Joey Morehead,Joey Morehead,,,Joey,Joey Morehead,Joey,Joey Morehead,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949687,Destiny Curtis,Individual,Primary,,Destiny,Curtis,,,,,Destiny Curtis,Destiny Curtis,,,Destiny,Destiny Curtis,Destiny,Destiny Curtis,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949692,Paul Matson,Individual,Primary,,Paul,Matson,,,,,Paul Matson,Paul Matson,,,Paul,Paul Matson,Paul,Paul Matson,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949697,Christin Cagle-Brooks,Individual,Primary,,Christin Dawn,Cagle-Brooks,,,,,Christin Cagle-Brooks,Christin Cagle-Brooks,,,Christin,Christin Cagle-Brooks,Christin,Christin Cagle-Brooks,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949702,Andy Mehringer,Individual,Primary,,Andy,Mehringer,,,,,Andy Mehringer,Andy Mehringer,,,Andy,Andy Mehringer,Andy,Andy Mehringer,,,,Mutual tours,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949707,Robert Large,Individual,Primary,,Robert,Large,,,,,Robert Large,Robert Large,,,Robert,Robert Large,Robert,Robert Large,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949712,Connie Fensky,Individual,Primary,,Connie,Fensky,,,,,Connie Fensky,Connie Fensky,,,Connie,Connie Fensky,Connie,Connie Fensky,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949717,John Senechal,Individual,Primary,,John,Senechal,,,,,John Senechal,John Senechal,,,John,John Senechal,John,John Senechal,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949722,Tom Barnard,Individual,Primary,,Tom,Barnard,,,,,Tom Barnard,Tom Barnard,,,Tom,Tom Barnard,Tom,Tom Barnard,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,"The first volunteer, has cut grass, and been a big help
",No,,2020-03-19
949727,Nora Jacobs,Individual,Primary,,Nora,Jacobs,,,,,Nora Jacobs,Nora Jacobs,,,Nora,Nora Jacobs,Nora,Nora Jacobs,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949732,Eileen Gormley,Individual,Primary,,Eileen,Gormley,,,,,Eileen Gormley,Eileen Gormley,,,Eileen,Eileen Gormley,Eileen,Eileen Gormley,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949737,Dylan Battaglia,Individual,Primary,,Dylan,Battaglia,,,,,Dylan Battaglia,Dylan Battaglia,,,Dylan,Dylan Battaglia,Dylan,Dylan Battaglia,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949742,Bob Farzanegan,Individual,Primary,,Bob & Gail,Farzanegan,,,,,Bob Farzanegan,Bob Farzanegan,,,Bob,Bob Farzanegan,Bob,Bob Farzanegan,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949747,Nathan Ratledge,Individual,Primary,,Nathan,Ratledge,,,,,Nathan Ratledge,Nathan Ratledge,,,Nathan,Nathan Ratledge,Nathan,Nathan Ratledge,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949752,Alexandria Rodriguez,Individual,Primary,,Alexandria,Rodriguez,,,,,Alexandria Rodriguez,Alexandria Rodriguez,,,Alexandria,Alexandria Rodriguez,Alexandria,Alexandria Rodriguez,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949757,Basil Pinker,Individual,Primary,,Basil,Pinker,,,,,Basil Pinker,Basil Pinker,,,Basil,Basil Pinker,Basil,Basil Pinker,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949762,Lee Mrazek,Individual,Primary,,Lee,Mrazek,,,,,Lee Mrazek,Lee Mrazek,,,Lee,Lee Mrazek,Lee,Lee Mrazek,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949767,Paul Ivey,Individual,Primary,,Paul,Ivey,,,,,Paul Ivey,Paul Ivey,,,Paul,Paul Ivey,Paul,Paul Ivey,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949772,Jim Frierson,Individual,Primary,,Jim,Frierson,,,,,Jim Frierson,Jim Frierson,,,Jim,Jim Frierson,Jim,Jim Frierson,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949777,Alex Tallon,Individual,Primary,,Alex,Tallon,,,,,Alex Tallon,Alex Tallon,,,Alex,Alex Tallon,Alex,Alex Tallon,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949782,Bailey Fritz,Individual,Primary,,Bailey,Fritz,,,,,Bailey Fritz,Bailey Fritz,,,Bailey,Bailey Fritz,Bailey,Bailey Fritz,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949787,Conchita Ramos,Individual,Primary,,Conchita,Ramos,,,,,Conchita Ramos,Conchita Ramos,,,Conchita,Conchita Ramos,Conchita,Conchita Ramos,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949792,Brad McAllister,Individual,Primary,,Brad,McAllister,,,,,Brad McAllister,Brad McAllister,,,Brad,Brad McAllister,Brad,Brad McAllister,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949797,Candy Barbee,Individual,Primary,,Candy,Barbee,,,,,Candy Barbee,Candy Barbee,,,Candy,Candy Barbee,Candy,Candy Barbee,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949802,Michele Richards,Individual,Primary,,Michele,Richards,,,,,Michele Richards,Michele Richards,,,Michele,Michele Richards,Michele,Michele Richards,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949807,Stephen Apking,Individual,Primary,,Stephen,Apking,,,,,Stephen Apking,Stephen Apking,,,Stephen,Stephen Apking,Stephen,Stephen Apking,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,"long time supporter,",No,,2020-03-19
949812,Marlon Davey,Individual,Primary,,Marlon & Kathy,Davey,,,,,Marlon Davey,Marlon Davey,,,Marlon,Marlon Davey,Marlon,Marlon Davey,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949817,Jeanine Dypolt,Individual,Primary,"",Jeanine,Dypolt,"","",,"",Jeanine Dypolt,Jeanine Dypolt,Jeff Dyplt,"",Jeanine,Jeanine Dypolt,Jeanine,Jeanine Dypolt,,Street Outreach Coordinator,Next Step Initiative,,,Non Donor,,Subscribe,,,No,,2020-03-19
949822,David Yoder,Individual,Primary,,David,Yoder,,,,,David Yoder,David Yoder,,,David,David Yoder,David,David Yoder,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949827,Alan Jones,Individual,Primary,,Alan M.,Jones,,,,,Alan Jones,Alan Jones,,,Alan,Alan Jones,Alan,Alan Jones,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949832,Carter Quillen,Individual,Primary,,Carter,Quillen,,,,,Carter Quillen,Carter Quillen,,,Carter,Carter Quillen,Carter,Carter Quillen,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949837,Rick Gebhardt,Individual,Primary,,Rick,Gebhardt,,,,,Rick Gebhardt,Rick Gebhardt,,,Rick,Rick Gebhardt,Rick,Rick Gebhardt,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949842,Jolene Ayers,Individual,Primary,,Jolene,Ayers,,,,,Jolene Ayers,Jolene Ayers,,,Jolene,Jolene Ayers,Jolene,Jolene Ayers,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949847,Sarah Herron,Individual,Primary,,Sarah,Herron,,,,,Sarah Herron,Sarah Herron,,,Sarah,Sarah Herron,Sarah,Sarah Herron,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949852,Johnnie Trivett,Individual,Primary,,Johnnie,Trivett,,,,,Johnnie Trivett,Johnnie Trivett,,,Johnnie,Johnnie Trivett,Johnnie,Johnnie Trivett,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949857,Cliff Davis,Individual,Primary,,Cliff,Davis,,,,,Cliff Davis,Cliff Davis,Jennifer Albanese,,Cliff,Cliff Davis,Cliff,Cliff Davis,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949862,Deidra Rogers,Individual,Primary,,Deidra,Rogers,,,,,Deidra Rogers,Deidra Rogers,,,Deidra,Deidra Rogers,Deidra,Deidra Rogers,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949872,John Greenway,Individual,Primary,"",John,Greenway,"","",,"",John Greenway,John Greenway,"","",John,John Greenway,John,John Greenway,,"","",,No valid address,Non Donor,,Subscribe,,:2020-10-07: think I meet him through the legacy center,No,,2020-03-19
949877,Sean Melvin,Individual,Primary,,Sean,Melvin,,,,,Sean Melvin,Sean Melvin,,,Sean,Sean Melvin,Sean,Sean Melvin,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949882,Nicholas Edmunds,Individual,Primary,,Nicholas,Edmunds,,,,,Nicholas Edmunds,Nicholas Edmunds,,,Nicholas,Nicholas Edmunds,Nicholas,Nicholas Edmunds,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949887,Chris Austin,Individual,Primary,"",Chris,Austin,"","",,"",Chris Austin,Chris Austin,Coleen Austin,"",Chris,Chris Austin,Chris,Chris Austin,,"","",member-monthly,No valid address;No valid phone,Non Donor,,Subscribe,,"long term friend
",No,,2020-03-19
949892,Connie Meredith,Individual,Primary,,Connie,Meredith,,,,,Connie Meredith,Connie Meredith,,,Connie,Connie Meredith,Connie,Connie Meredith,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949897,Lucas Cameron,Individual,Primary,,Lucas,Cameron,,,,,Lucas Cameron,Lucas Cameron,,,Lucas,Lucas Cameron,Lucas,Lucas Cameron,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949902,Trish Adams,Individual,Primary,,Trish,Adams,,,,,Trish Adams,Trish Adams,,,Trish,Trish Adams,Trish,Trish Adams,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,"Based on mutual friends, I think the facebook link is correct
",No,,2020-03-19
949907,Peter Andreae,Individual,Primary,,Peter,Andreae,,,,,Peter Andreae,Peter Andreae,,,Peter,Peter Andreae,Peter,Peter Andreae,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949912,Kat Fenstermaker,Individual,Primary,,Kat,Fenstermaker,,,,,Kat Fenstermaker,Kat Fenstermaker,,,Kat,Kat Fenstermaker,Kat,Kat Fenstermaker,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949917,Raphael Rosalin,Individual,Primary,,Raphael,Rosalin,,,,,Raphael Rosalin,Raphael Rosalin,,,Raphael,Raphael Rosalin,Raphael,Raphael Rosalin,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949922,Norb Baunach,Individual,Primary,,Norb,Baunach,,,,,Norb Baunach,Norb Baunach,,,Norb,Norb Baunach,Norb,Norb Baunach,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949927,John Tuck,Individual,Primary,,John T.,Tuck,,,,,John Tuck,John Tuck,,,John,John Tuck,John,John Tuck,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949932,nick relan,Individual,Primary,,nick,relan,,,,,nick relan,nick relan,,,nick,nick relan,nick,nick relan,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949937,Nolan Cagle,Individual,Primary,,Nolan,Cagle,,,,,Nolan Cagle,Nolan Cagle,,,Nolan,Nolan Cagle,Nolan,Nolan Cagle,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949942,Brad Antone,Individual,Primary,,Brad,Antone,,,,,Brad Antone,Brad Antone,,,Brad,Brad Antone,Brad,Brad Antone,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949947,George Lokken,Individual,Primary,,George,Lokken,,,,,George Lokken,George Lokken,,,George,George Lokken,George,George Lokken,,,,,No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949952,Todd Greene,Individual,Primary,,Todd R.,Greene,,,,,Todd Greene,Todd Greene,,,Todd,Todd Greene,Todd,Todd Greene,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949957,Annettee Marshall,Individual,Primary,,Annettee,Marshall,,,,,Annettee Marshall,Annettee Marshall,,,Annettee,Annettee Marshall,Annettee,Annettee Marshall,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949962,Kendra Straub,Individual,Primary,,Kendra,Straub,,,,,Kendra Straub,Kendra Straub,,,Kendra,Kendra Straub,Kendra,Kendra Straub,,,,,No valid address,Non Donor,,Subscribe,,,No,,2020-03-19
949967,Martin Pleasant,Individual,Primary,,Martin,Pleasant,,,,,Martin Pleasant,Martin Pleasant,,,Martin,Martin Pleasant,Martin,Martin Pleasant,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949972,Tom Dorsey,Individual,Primary,,Tom,Dorsey,,,,,Tom Dorsey,Tom Dorsey,,,Tom,Tom Dorsey,Tom,Tom Dorsey,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949977,Ronnie Mitchell,Individual,Primary,,Ronnie,Mitchell,,,,,Ronnie Mitchell,Ronnie Mitchell,,,Ronnie,Ronnie Mitchell,Ronnie,Ronnie Mitchell,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949982,Burt Bicksler,Individual,Primary,,Burt & Susan,Bicksler,,,,,Burt Bicksler,Burt Bicksler,,,Burt,Burt Bicksler,Burt,Burt Bicksler,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949987,Lawton Bryant,Individual,Primary,,Lawton,Bryant,,,,,Lawton Bryant,Lawton Bryant,,,Lawton,Lawton Bryant,Lawton,Lawton Bryant,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
949992,Zoe Simpson,Individual,Primary,,Zoe,Simpson,,,,,Zoe Simpson,Zoe Simpson,,,Zoe,Zoe Simpson,Zoe,Zoe Simpson,,,,,No valid address,Non Donor,,Subscribe,,,No,,2020-03-19
949997,Andrea Salazar,Individual,Primary,,Andrea,Salazar,,,,,Andrea Salazar,Andrea Salazar,,,Andrea,Andrea Salazar,Andrea,Andrea Salazar,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
950002,Dave Penegar,Individual,Primary,,Dave,Penegar,,,,,Dave Penegar,Dave Penegar,,,Dave,Dave Penegar,Dave,Dave Penegar,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
950007,Christina Mebust,Individual,Primary,,Christina,Mebust,,,,,Christina Mebust,Christina Mebust,,,Christina,Christina Mebust,Christina,Christina Mebust,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
950012,Joel Denzer,Individual,Primary,,Joel,Denzer,,,,,Joel Denzer,Joel Denzer,,,Joel,Joel Denzer,Joel,Joel Denzer,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
950017,Julia Sampson,Individual,Primary,,Julia,Sampson,,,,,Julia Sampson,Julia Sampson,,,Julia,Julia Sampson,Julia,Julia Sampson,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
950022,Dee Dee Turaski,Individual,Primary,"",Dee Dee,Turaski,"","",,"",Dee Dee Turaski,DEE Turaski,"","",Dee Dee,Dee Dee Turaski,Dee Dee,DEE Turaski,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
950027,Chris Sterchi,Individual,Primary,,Chris,Sterchi,,,,,Chris Sterchi,Chris Sterchi,,,Chris,Chris Sterchi,Chris,Chris Sterchi,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
950032,Ron Harris,Individual,Primary,,Ron,Harris,,,,,Ron Harris,Ron Harris,,,Ron,Ron Harris,Ron,Ron Harris,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
950037,Gary Van Berkel,Individual,Primary,,Gary,Van Berkel,,,,,Gary Van Berkel,Gary Van Berkel,,,Gary,Gary Van Berkel,Gary,Gary Van Berkel,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
950042,cindy mccuistion,Individual,Primary,,cindy,mccuistion,,,,,cindy mccuistion,cindy mccuistion,,,cindy,cindy mccuistion,cindy,cindy mccuistion,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
950052,Steve Cronberg,Individual,Primary,,Steve,Cronberg,,,,,Steve Cronberg,Steve Cronberg,,,Steve,Steve Cronberg,Steve,Steve Cronberg,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
950057,peter mandis,Individual,Primary,,peter,mandis,,,,,peter mandis,peter mandis,,,peter,peter mandis,peter,peter mandis,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
950062,Alan Brigth,Individual,Primary,,Alan,Brigth,,,,,Alan Brigth,Alan Brigth,,,Alan,Alan Brigth,Alan,Alan Brigth,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
